Date,Line,Rise,Set,RiseAzimuth,SetAzimuth,Meridian,Altitude,Distance,Illuminated,Phase,PhaseTime,PosAngle
2023-01-01,1,,00:48:48,,283.2,19:47:18,47.6,392769,76.6%,waxinggibbous,,162.5
2023-01-01,2,14:06:42,,0.00,,,,,,,,
2023-01-02,1,,01:23:01,,289.0,20:33:53,43.0,396687,84.6%,waxinggibbous,,167.4
2023-01-02,2,15:03:34,,0.00,,,,,,,,
2023-01-03,1,,02:00:06,,293.9,21:22:24,39.4,399929,91.1%,waxinggibbous,,174.1
2023-01-03,2,16:00:41,,0.00,,,,,,,,
2023-01-04,1,,02:41:03,,297.6,22:12:46,37.0,402506,95.9%,waxinggibbous,,183.5
2023-01-04,2,16:57:18,,0.00,,,,,,,,
2023-01-05,1,,03:26:26,,300.0,23:04:13,36.0,404442,98.8%,waxinggibbous,,199.8
2023-01-05,2,17:52:03,,0.00,,,,,,,,
2023-01-06,1,,04:16:03,,300.8,23:55:38,36.3,405744,99.8%,waxinggibbous,,269.9
2023-01-06,2,18:43:24,,0.00,,,,,,,,
2023-01-07,1,,05:08:58,,300.1,,,,,fullmoon,01:07:54,
2023-01-07,2,19:30:13,,0.00,,,,,,,,
2023-01-08,1,,06:03:41,,297.9,00:45:45,38.0,406393,99.0%,waninggibbous,,347.6
2023-01-08,2,20:12:08,,0.00,,,,,,,,
2023-01-09,1,,06:58:41,,294.3,01:33:41,40.9,406334,96.2%,waninggibbous,,3.9
2023-01-09,2,20:49:32,,0.00,,,,,,,,
2023-01-10,1,,07:52:59,,289.7,02:19:08,44.8,405488,91.8%,waninggibbous,,12.0
2023-01-10,2,21:23:14,,0.00,,,,,,,,
2023-01-11,1,,08:46:12,,284.3,03:02:18,49.5,403761,85.7%,waninggibbous,,17.1
2023-01-11,2,21:54:20,,0.00,,,,,,,,
2023-01-12,1,,09:38:39,,278.3,03:43:50,54.8,401071,78.2%,waninggibbous,,20.4
2023-01-12,2,22:24:00,,0.00,,,,,,,,
2023-01-13,1,,10:31:05,,271.9,04:24:40,60.5,397374,69.5%,waninggibbous,,22.1
2023-01-13,2,22:53:26,,0.00,,,,,,,,
2023-01-14,1,,11:24:31,,265.3,05:05:54,66.4,392690,59.8%,waninggibbous,,22.4
2023-01-14,2,23:23:58,,0.00,,,,,,,,
2023-01-15,1,,12:20:11,,258.7,05:48:49,72.4,387138,49.4%,thirdquarter,04:10:19,21.3
2023-01-15,2,23:57:06,,0.00,,,,,,,,
2023-01-16,1,,13:19:17,,252.3,06:34:49,78.2,380951,38.7%,waningcrescent,,18.7
2023-01-17,1,00:34:36,14:22:36,110.3,246.7,07:25:19,83.5,374498,28.1%,waningcrescent,,14.3
2023-01-18,1,01:18:31,15:29:52,115.4,242.2,08:21:26,87.9,368274,18.2%,waningcrescent,,7.9
2023-01-19,1,02:10:47,16:38:59,119.1,239.7,09:23:19,89.3,362865,9.8%,waningcrescent,,177.6
2023-01-20,1,03:12:16,17:46:06,120.7,239.5,10:29:23,88.5,358873,3.7%,waningcrescent,,165.2
2023-01-21,1,04:21:31,18:47:16,119.8,241.8,11:36:23,90.0,356797,0.5%,newmoon,22:53:15,119.1
2023-01-22,1,05:34:35,19:40:30,116.4,246.4,12:40:46,86.4,356902,0.7%,waxingcrescent,,195.1
2023-01-23,1,06:47:04,20:26:09,110.9,252.6,13:40:21,81.1,359159,4.2%,waxingcrescent,,170.9
2023-01-24,1,07:56:10,21:05:54,104.1,259.7,14:34:47,74.8,363261,10.5%,waxingcrescent,,162.9
2023-01-25,1,09:01:11,21:41:43,96.7,267.1,15:25:00,68.0,368711,19.0%,waxingcrescent,,159.2
2023-01-26,1,10:02:46,22:15:28,89.2,274.4,16:12:23,61.3,374931,28.9%,waxingcrescent,,158.1
2023-01-27,1,11:02:04,22:48:46,82.0,281.3,16:58:23,54.8,381356,39.6%,waxingcrescent,,158.9
2023-01-28,1,12:00:12,23:23:03,75.3,287.4,17:44:14,49.1,387506,50.3%,firstquarter,17:18:46,161.3
2023-01-29,1,12:57:55,23:59:37,69.5,292.7,18:30:58,44.1,393018,60.7%,waxinggibbous,,165.1
2023-01-30,1,13:55:28,,64.8,,19:19:13,40.2,397657,70.4%,waxinggibbous,,170.2
2023-01-31,1,,00:39:33,,296.8,20:09:05,37.4,401305,79.0%,waxinggibbous,,176.5
2023-01-31,2,14:52:25,,0.00,,,,,,,,
2023-02-01,1,,01:23:35,,299.6,21:00:10,36.0,403937,86.4%,waxinggibbous,,183.9
2023-02-01,2,15:47:42,,0.00,,,,,,,,
2023-02-02,1,,02:11:51,,300.9,21:51:31,36.0,405602,92.3%,waxinggibbous,,192.3
2023-02-02,2,16:39:58,,0.00,,,,,,,,
2023-02-03,1,,03:03:45,,300.6,22:42:00,37.3,406385,96.6%,waxinggibbous,,202.9
2023-02-03,2,17:28:01,,0.00,,,,,,,,
2023-02-04,1,,03:58:02,,298.8,23:30:39,39.8,406383,99.1%,waxinggibbous,,222.3
2023-02-04,2,18:11:19,,0.00,,,,,,,,
2023-02-05,1,,04:53:10,,295.6,,,,,fullmoon,20:28:32,
2023-02-05,2,18:50:01,,0.00,,,,,,,,
2023-02-06,1,,05:47:57,,291.3,00:16:57,43.5,405678,99.8%,waninggibbous,,307.8
2023-02-06,2,19:24:48,,0.00,,,,,,,,
2023-02-07,1,,06:41:47,,286.0,01:00:56,48.0,404325,98.6%,waninggibbous,,2.0
2023-02-07,2,19:56:37,,0.00,,,,,,,,
2023-02-08,1,,07:34:38,,280.1,01:43:01,53.2,402340,95.5%,waninggibbous,,13.9
2023-02-08,2,20:26:33,,0.00,,,,,,,,
2023-02-09,1,,08:27:01,,273.7,02:23:58,58.8,399713,90.5%,waninggibbous,,18.9
2023-02-09,2,20:55:45,,0.00,,,,,,,,
2023-02-10,1,,09:19:45,,267.2,03:04:45,64.7,396419,83.9%,waninggibbous,,21.0
2023-02-10,2,21:25:24,,0.00,,,,,,,,
2023-02-11,1,,10:13:52,,260.6,03:46:28,70.7,392444,75.8%,waninggibbous,,21.1
2023-02-11,2,21:56:49,,0.00,,,,,,,,
2023-02-12,1,,11:10:26,,254.2,04:30:21,76.5,387814,66.3%,waninggibbous,,19.6
2023-02-12,2,22:31:32,,0.00,,,,,,,,
2023-02-13,1,,12:10:20,,248.4,05:17:41,81.9,382628,55.8%,thirdquarter,18:00:47,16.5
2023-02-13,2,23:11:21,,0.00,,,,,,,,
2023-02-14,1,,13:13:48,,243.6,06:09:39,86.5,377085,44.6%,waningcrescent,,11.8
2023-02-14,2,23:58:07,,0.00,,,,,,,,
2023-02-15,1,,14:19:50,,240.3,07:06:53,89.9,371505,33.4%,waningcrescent,,10.6
2023-02-16,1,00:53:18,15:25:50,120.5,239.0,08:08:55,88.4,366327,22.6%,waningcrescent,,176.6
2023-02-17,1,01:56:59,16:28:17,120.8,240.2,09:13:45,88.8,362070,13.2%,waningcrescent,,167.2
2023-02-18,1,03:06:56,17:24:27,118.6,243.7,10:18:19,88.7,359250,5.9%,waningcrescent,,337.6
2023-02-19,1,04:19:18,18:13:30,114.2,249.1,11:19:56,84.2,358267,1.4%,waningcrescent,,321.2
2023-02-20,1,05:30:32,18:56:19,107.9,255.9,12:17:15,78.3,359310,0.2%,newmoon,09:05:52,226.0
2023-02-21,1,06:38:44,19:34:35,100.6,263.4,13:10:26,71.5,362311,2.1%,waxingcrescent,,169.2
2023-02-22,1,07:43:41,20:10:07,92.8,271.1,14:00:26,64.4,366962,7.0%,waxingcrescent,,161.2
2023-02-23,1,08:46:05,20:44:34,85.1,278.4,14:48:34,57.6,372781,14.2%,waxingcrescent,,159.3
2023-02-24,1,09:46:53,21:19:28,77.9,285.2,15:36:04,51.2,379202,23.0%,waxingcrescent,,160.2
2023-02-25,1,10:46:51,21:56:09,71.5,291.0,16:23:58,45.7,385664,32.8%,waxingcrescent,,163.0
2023-02-26,1,11:46:18,22:35:45,66.2,295.7,17:12:59,41.3,391672,43.1%,waxingcrescent,,167.2
2023-02-27,1,12:44:55,23:19:07,62.2,299.1,18:03:22,38.0,396844,53.4%,firstquarter,10:05:37,172.6
2023-02-28,1,13:41:45,,59.7,,18:54:48,36.1,400924,63.3%,waxinggibbous,,178.9
2023-03-01,1,,00:06:33,,300.9,19:46:30,35.6,403785,72.5%,waxinggibbous,,185.6
2023-03-01,2,14:35:33,,0.00,,,,,,,,
2023-03-02,1,,00:57:41,,301.1,20:37:29,36.5,405413,80.7%,waxinggibbous,,192.5
2023-03-02,2,15:25:09,,0.00,,,,,,,,
2023-03-03,1,,01:51:28,,299.8,21:26:47,38.7,405887,87.7%,waxinggibbous,,199.3
2023-03-03,2,16:09:56,,0.00,,,,,,,,
2023-03-04,1,,02:46:31,,297.0,22:13:51,42.0,405349,93.3%,waxinggibbous,,206.1
2023-03-04,2,16:49:58,,0.00,,,,,,,,
2023-03-05,1,,03:41:36,,292.9,22:58:38,46.3,403972,97.3%,waxinggibbous,,214.3
2023-03-05,2,17:25:52,,0.00,,,,,,,,
2023-03-06,1,,04:35:59,,287.9,23:41:27,51.4,401931,99.5%,waxinggibbous,,233.4
2023-03-06,2,17:58:34,,0.00,,,,,,,,
2023-03-07,1,,05:29:30,,282.1,,,,,fullmoon,14:40:20,
2023-03-07,2,18:29:06,,0.00,,,,,,,,
2023-03-08,1,,06:22:28,,275.8,00:22:59,57.0,399380,99.8%,waninggibbous,,345.6
2023-03-08,2,18:58:35,,0.00,,,,,,,,
2023-03-09,1,,07:15:34,,269.1,01:04:05,62.9,396439,98.0%,waninggibbous,,14.5
2023-03-09,2,19:28:08,,0.00,,,,,,,,
2023-03-10,1,,08:09:39,,262.4,01:45:44,69.0,393184,94.2%,waninggibbous,,19.5
2023-03-10,2,19:58:58,,0.00,,,,,,,,
2023-03-11,1,,09:05:41,,255.9,02:29:03,75.0,389657,88.3%,waninggibbous,,20.1
2023-03-11,2,20:32:28,,0.00,,,,,,,,
2023-03-12,1,,10:04:26,,249.9,03:15:10,80.5,385882,80.6%,waninggibbous,,18.2
2023-03-12,2,21:10:10,,0.00,,,,,,,,
2023-03-13,1,,11:06:11,,244.8,04:05:09,85.4,381891,71.3%,waninggibbous,,14.5
2023-03-13,2,21:53:45,,0.00,,,,,,,,
2023-03-14,1,,12:10:15,,241.0,04:59:38,89.1,377758,60.7%,waninggibbous,,9.4
2023-03-14,2,22:44:40,,0.00,,,,,,,,
2023-03-15,1,,13:14:41,,239.0,05:58:30,88.6,373624,49.3%,thirdquarter,04:08:18,181.7
2023-03-15,2,23:43:24,,0.00,,,,,,,,
2023-03-16,1,,14:16:34,,239.2,07:00:25,88.2,369724,37.6%,waningcrescent,,174.0
2023-03-17,1,00:48:48,15:13:13,120.0,241.7,08:03:00,89.8,366373,26.3%,waningcrescent,,164.0
2023-03-18,1,01:58:01,16:03:26,116.6,246.2,09:03:51,86.6,363937,16.3%,waningcrescent,,339.3
2023-03-19,1,03:07:50,16:47:35,111.2,252.3,10:01:23,81.4,362761,8.2%,waningcrescent,,332.5
2023-03-20,1,04:16:02,17:26:59,104.5,259.4,10:55:18,75.1,363103,2.7%,waningcrescent,,325.3
2023-03-21,1,05:21:50,18:03:19,96.9,267.1,11:46:15,68.1,365062,0.2%,newmoon,19:23:08,300.1
2023-03-22,1,06:25:31,18:38:13,89.0,274.8,12:35:18,61.0,368550,0.7%,waxingcrescent,,168.9
2023-03-23,1,07:27:52,19:13:13,81.4,282.0,13:23:40,54.2,373298,4.1%,waxingcrescent,,160.5
2023-03-24,1,08:29:35,19:49:41,74.3,288.5,14:12:23,48.1,378888,9.8%,waxingcrescent,,160.9
2023-03-25,1,09:31:01,20:28:51,68.3,293.9,15:02:12,43.0,384827,17.3%,waxingcrescent,,163.9
2023-03-26,1,10:31:52,21:11:39,63.6,298.0,15:53:26,39.1,390610,26.2%,waxingcrescent,,168.7
2023-03-27,1,11:31:11,21:58:31,60.3,300.5,16:45:49,36.5,395781,35.8%,waxingcrescent,,174.4
2023-03-28,1,12:27:32,22:49:13,58.7,301.4,17:38:33,35.4,399975,45.8%,waxingcrescent,,180.8
2023-03-29,1,13:19:34,23:42:46,58.8,300.6,18:30:35,35.8,402947,55.7%,firstquarter,04:32:22,187.3
2023-03-30,1,14:06:28,,60.5,,19:20:55,37.6,404578,65.3%,waxinggibbous,,193.4
2023-03-31,1,,00:37:49,,298.3,20:08:54,40.5,404871,74.2%,waxinggibbous,,198.9
2023-03-31,2,14:48:15,,0.00,,,,,,,,
2023-04-01,1,,01:33:06,,294.7,20:54:26,44.5,403931,82.2%,waxinggibbous,,203.5
2023-04-01,2,15:25:28,,0.00,,,,,,,,
2023-04-02,1,,02:27:46,,290.0,21:37:52,49.3,401945,89.1%,waxinggibbous,,207.4
2023-04-02,2,15:59:07,,0.00,,,,,,,,
2023-04-03,1,,03:21:36,,284.4,22:19:50,54.8,399150,94.5%,waxinggibbous,,210.6
2023-04-03,2,16:30:16,,0.00,,,,,,,,
2023-04-04,1,,04:14:53,,278.2,23:01:12,60.7,395805,98.2%,waxinggibbous,,214.2
2023-04-04,2,17:00:05,,0.00,,,,,,,,
2023-04-05,1,,05:08:15,,271.6,23:42:58,66.8,392166,99.9%,waxinggibbous,,232.7
2023-04-05,2,17:29:41,,0.00,,,,,,,,
2023-04-06,1,,06:02:34,,264.8,,,,,fullmoon,06:34:31,
2023-04-06,2,18:00:17,,0.00,,,,,,,,
2023-04-07,1,,06:58:45,,258.1,00:26:12,73.0,388455,99.4%,waninggibbous,,16.4
2023-04-07,2,18:33:12,,0.00,,,,,,,,
2023-04-08,1,,07:57:35,,251.7,01:12:02,78.8,384846,96.6%,waninggibbous,,19.9
2023-04-08,2,19:09:55,,0.00,,,,,,,,
2023-04-09,1,,08:59:25,,246.1,02:01:28,84.0,381453,91.5%,waninggibbous,,17.4
2023-04-09,2,19:52:01,,0.00,,,,,,,,
2023-04-10,1,,10:03:39,,241.8,02:55:11,88.3,378339,84.2%,waninggibbous,,12.8
2023-04-10,2,20:40:54,,0.00,,,,,,,,
2023-04-11,1,,11:08:26,,239.2,03:53:06,89.0,375532,75.0%,waninggibbous,,185.7
2023-04-11,2,21:37:10,,0.00,,,,,,,,
2023-04-12,1,,12:10:55,,238.7,04:53:59,88.0,373053,64.3%,waninggibbous,,178.7
2023-04-12,2,22:39:56,,0.00,,,,,,,,
2023-04-13,1,,13:08:20,,240.5,05:55:39,89.0,370948,52.6%,thirdquarter,11:11:21,171.0
2023-04-13,2,23:46:45,,0.00,,,,,,,,
2023-04-14,1,,13:59:16,,244.3,06:55:45,88.2,369305,40.7%,waningcrescent,,344.8
2023-04-15,1,00:54:36,14:43:55,113.5,249.7,07:52:41,83.6,368261,29.2%,waningcrescent,,338.9
2023-04-16,1,02:01:17,15:23:31,107.4,256.3,08:46:04,77.8,367982,18.9%,waningcrescent,,334.7
2023-04-17,1,03:05:55,15:59:42,100.3,263.6,09:36:27,71.3,368634,10.5%,waningcrescent,,332.0
2023-04-18,1,04:08:41,16:34:06,92.6,271.2,10:24:52,64.3,370334,4.3%,waningcrescent,,330.7
2023-04-19,1,05:10:21,17:08:16,85.0,278.6,11:12:33,57.4,373107,0.8%,waningcrescent,,330.1
2023-04-20,1,06:11:45,17:43:38,77.6,285.5,12:00:38,50.9,376860,0.1%,newmoon,06:12:33,161.6
2023-04-21,1,07:13:25,18:21:31,71.0,291.5,12:50:00,45.3,381373,2.0%,waxingcrescent,,159.3
2023-04-22,1,08:15:18,19:03:01,65.6,296.4,13:41:09,40.7,386319,6.2%,waxingcrescent,,163.5
2023-04-23,1,09:16:29,19:48:46,61.5,299.7,14:33:57,37.4,391305,12.4%,waxingcrescent,,169.2
2023-04-24,1,10:15:26,20:38:45,59.2,301.3,15:27:38,35.7,395916,20.1%,waxingcrescent,,175.6
2023-04-25,1,11:10:25,21:32:05,58.5,301.2,16:20:59,35.4,399768,28.9%,waxingcrescent,,182.2
2023-04-26,1,12:00:09,22:27:18,59.6,299.5,17:12:45,36.6,402551,38.3%,waxingcrescent,,188.5
2023-04-27,1,12:44:18,23:22:55,62.1,296.4,18:02:02,39.2,404055,48.0%,firstquarter,23:19:59,194.2
2023-04-28,1,13:23:18,,65.9,,18:48:34,42.8,404185,57.8%,waxinggibbous,,198.9
2023-04-29,1,,00:17:53,,292.1,19:32:36,47.2,402958,67.3%,waxinggibbous,,202.6
2023-04-29,2,13:58:07,,0.00,,,,,,,,
2023-04-30,1,,01:11:49,,286.9,20:14:49,52.4,400503,76.2%,waxinggibbous,,205.2
2023-04-30,2,14:29:57,,0.00,,,,,,,,
2023-05-01,1,,02:04:57,,280.9,20:56:05,58.2,397040,84.2%,waxinggibbous,,206.6
2023-05-01,2,14:59:59,,0.00,,,,,,,,
2023-05-02,1,,02:57:57,,274.5,21:37:29,64.2,392862,90.9%,waxinggibbous,,206.7
2023-05-02,2,15:29:25,,0.00,,,,,,,,
2023-05-03,1,,03:51:44,,267.7,22:20:08,70.4,388313,96.0%,waxinggibbous,,205.1
2023-05-03,2,15:59:31,,0.00,,,,,,,,
2023-05-04,1,,04:47:20,,260.8,23:05:15,76.5,383747,99.2%,waxinggibbous,,200.1
2023-05-04,2,16:31:36,,0.00,,,,,,,,
2023-05-05,1,,05:45:45,,254.2,23:54:00,82.1,379497,100.0%,fullmoon,19:34:02,45.0
2023-05-05,2,17:07:11,,0.00,,,,,,,,
2023-05-06,1,,06:47:35,,248.2,,,,,waninggibbous,,
2023-05-06,2,17:47:54,,0.00,,,,,,,,
2023-05-07,1,,07:52:34,,243.2,00:47:15,86.8,375837,98.2%,waninggibbous,,20.8
2023-05-07,2,18:35:21,,0.00,,,,,,,,
2023-05-08,1,,08:59:03,,239.9,01:45:09,89.7,372952,93.7%,waninggibbous,,191.1
2023-05-08,2,19:30:26,,0.00,,,,,,,,
2023-05-09,1,,10:04:01,,238.7,02:46:39,88.1,370928,86.8%,waninggibbous,,184.2
2023-05-09,2,20:32:30,,0.00,,,,,,,,
2023-05-10,1,,11:04:08,,239.7,03:49:25,88.5,369753,77.7%,waninggibbous,,176.1
2023-05-10,2,21:39:08,,0.00,,,,,,,,
2023-05-11,1,,11:57:23,,243.0,04:50:43,89.2,369346,66.9%,waninggibbous,,349.6
2023-05-11,2,22:47:01,,0.00,,,,,,,,
2023-05-12,1,,12:43:36,,247.9,05:48:34,85.1,369599,55.2%,thirdquarter,16:28:17,343.0
2023-05-12,2,23:53:34,,0.00,,,,,,,,
2023-05-13,1,,13:23:59,,254.1,06:42:21,79.7,370420,43.3%,waningcrescent,,338.4
2023-05-14,1,00:57:38,14:00:15,102.6,261.1,07:32:32,73.5,371751,31.9%,waningcrescent,,335.6
2023-05-15,1,01:59:23,14:34:10,95.3,268.5,08:20:13,66.8,373580,21.5%,waningcrescent,,334.4
2023-05-16,1,02:59:41,15:07:19,87.8,275.8,09:06:45,60.0,375919,12.8%,waningcrescent,,335.1
2023-05-17,1,03:59:33,15:41:14,80.5,282.8,09:53:23,53.5,378779,6.2%,waningcrescent,,337.9
2023-05-18,1,04:59:49,16:17:18,73.7,289.1,10:41:14,47.5,382135,1.9%,waningcrescent,,344.2
2023-05-19,1,06:00:50,16:56:45,67.8,294.4,11:31:01,42.5,385901,0.1%,newmoon,17:53:18,16.0
2023-05-20,1,07:02:06,17:40:32,63.1,298.4,12:22:57,38.7,389916,0.7%,waxingcrescent,,153.1
2023-05-21,1,08:02:18,18:28:57,60.0,300.8,13:16:30,36.3,393946,3.6%,waxingcrescent,,166.5
2023-05-22,1,08:59:29,19:21:24,58.6,301.4,14:10:31,35.4,397703,8.4%,waxingcrescent,,175.1
2023-05-23,1,09:51:56,20:16:29,59.0,300.4,15:03:30,36.0,400880,14.9%,waxingcrescent,,182.6
2023-05-24,1,10:38:43,21:12:26,61.0,297.8,15:54:13,38.0,403186,22.6%,waxingcrescent,,189.2
2023-05-25,1,11:19:52,22:07:52,64.3,293.9,16:42:01,41.2,404381,31.3%,waxingcrescent,,194.6
2023-05-26,1,11:56:14,23:02:03,68.7,289.0,17:26:55,45.4,404301,40.7%,waxingcrescent,,198.9
2023-05-27,1,12:28:57,23:55:01,73.9,283.4,18:09:29,50.3,402877,50.4%,firstquarter,17:22:15,202.0
2023-05-28,1,12:59:16,,79.8,,18:50:34,55.7,400144,60.3%,waxinggibbous,,204.0
2023-05-29,1,,00:47:21,,277.2,19:31:14,61.6,396246,69.8%,waxinggibbous,,204.7
2023-05-29,2,13:28:26,,0.00,,,,,,,,
2023-05-30,1,,01:39:57,,270.6,20:12:40,67.7,391434,78.8%,waxinggibbous,,204.0
2023-05-30,2,13:57:44,,0.00,,,,,,,,
2023-05-31,1,,02:33:58,,263.9,20:56:10,73.8,386053,86.8%,waxinggibbous,,201.6
2023-05-31,2,14:28:28,,0.00,,,,,,,,
2023-06-01,1,,03:30:35,,257.2,21:43:03,79.6,380525,93.3%,waxinggibbous,,197.1
2023-06-01,2,15:02:11,,0.00,,,,,,,,
2023-06-02,1,,04:30:48,,250.8,22:34:33,84.8,375303,97.8%,waxinggibbous,,188.0
2023-06-02,2,15:40:36,,0.00,,,,,,,,
2023-06-03,1,,05:35:01,,245.3,23:31:20,88.9,370829,99.8%,waxinggibbous,,147.6
2023-06-03,2,16:25:33,,0.00,,,,,,,,
2023-06-04,1,,06:42:17,,241.1,,,,,fullmoon,05:41:46,
2023-06-04,2,17:18:31,,0.00,,,,,,,,
2023-06-05,1,,07:49:55,,239.0,00:32:57,88.6,367471,99.0%,waninggibbous,,202.8
2023-06-05,2,18:19:39,,0.00,,,,,,,,
