Date,Rise,Set,RiseAzimuth,SetAzimuth,Meridian,Altitude,Distance,Illuminated,Phase,PhaseTime,PosAngle
2023-11-10,03:46:19,15:52:14,93.9,263.1,09:51:11,66.5,397308,8.0%,waningcrescent,,204.1
2023-11-11,04:35:59,16:26:57,100.1,257.0,10:33:18,60.6,393517,3.4%,waningcrescent,,200.3
2023-11-12,05:28:17,17:05:03,106.1,251.3,11:18:22,55.0,389498,0.6%,waningcrescent,,189.2
2023-11-13,06:23:57,17:47:53,111.5,246.4,12:07:23,50.0,385531,0.1%,newmoon,05:27:21,52.1
2023-11-14,07:23:05,18:36:36,115.8,242.6,13:00:56,46.1,381847,2.1%,waxingcrescent,,21.7
2023-11-15,08:24:41,19:31:36,118.8,240.5,13:58:41,43.7,378603,6.5%,waxingcrescent,,11.4
2023-11-16,09:26:37,20:32:00,119.9,240.3,14:59:10,43.1,375879,13.2%,waxingcrescent,,2.5
2023-11-17,10:26:05,21:35:32,119.0,242.1,15:59:59,44.4,373688,22.1%,waxingcrescent,,354.3
2023-11-18,11:20:54,22:39:29,116.1,245.8,16:58:49,47.5,372001,32.5%,waxingcrescent,,347.3
2023-11-19,12:10:17,23:41:51,111.5,251.1,17:54:18,52.2,370787,44.0%,waxingcrescent,,341.7
2023-11-20,12:54:47,,105.7,,18:46:18,58.1,370046,55.8%,firstquarter,06:49:53,337.8
2023-11-21,13:35:41,00:41:53,99.0,257.4,19:35:36,64.7,369822,67.3%,waxinggibbous,,335.7
2023-11-22,14:14:31,01:39:56,91.9,264.5,20:23:25,71.7,370206,77.8%,waxinggibbous,,335.4
2023-11-23,14:52:52,02:36:58,84.6,271.8,21:11:06,78.6,371312,86.8%,waxinggibbous,,337.1
2023-11-24,15:32:16,03:34:09,77.7,279.0,21:59:58,85.2,373236,93.6%,waxinggibbous,,341.3
2023-11-25,16:14:07,04:32:27,71.5,285.7,22:51:02,89.0,376016,98.0%,waxinggibbous,,171.2
2023-11-26,16:59:35,05:32:21,66.3,291.4,23:44:44,84.4,379597,99.9%,waxinggibbous,,215.5
2023-11-27,17:49:15,06:33:29,62.6,295.9,,,,,fullmoon,05:16:20,
2023-11-28,18:42:48,07:34:25,60.6,298.7,00:40:42,81.2,383811,99.1%,waninggibbous,,332.0
2023-11-29,19:38:53,08:33:02,60.4,299.8,01:37:39,79.8,388383,96.0%,waninggibbous,,348.7
2023-11-30,20:35:31,09:27:18,61.8,299.0,02:33:41,80.0,392963,90.9%,waninggibbous,,358.5
2023-12-01,21:30:53,10:16:07,64.8,296.7,03:27:05,81.8,397169,84.2%,waninggibbous,,6.3
2023-12-02,22:23:55,10:59:26,68.8,293.2,04:16:51,85.0,400641,76.2%,waninggibbous,,12.5
2023-12-03,23:14:26,11:38:04,73.7,288.6,05:02:54,89.1,403076,67.4%,waninggibbous,,17.8
2023-12-04,,12:13:08,,283.4,05:45:46,86.1,404255,58.0%,waninggibbous,,200.7
2023-12-05,00:02:56,12:45:55,79.2,277.8,06:26:24,80.7,404062,48.3%,thirdquarter,01:49:13,203.0
2023-12-06,00:50:15,13:17:38,85.1,271.8,07:05:54,74.9,402489,38.7%,waningcrescent,,204.0
2023-12-07,01:37:31,13:49:34,91.3,265.7,07:45:27,69.0,399640,29.4%,waningcrescent,,203.7
2023-12-08,02:25:53,14:22:59,97.5,259.6,08:26:17,63.1,395727,20.7%,waningcrescent,,202.0
2023-12-09,03:16:34,14:59:18,103.5,253.7,09:09:41,57.3,391054,13.0%,waningcrescent,,198.5
2023-12-10,04:10:37,15:40:02,109.2,248.4,09:56:54,52.1,386000,6.7%,waningcrescent,,192.6
2023-12-11,05:08:39,16:26:38,114.1,244.1,10:48:55,47.7,380983,2.3%,waningcrescent,,181.7
2023-12-12,06:10:18,17:20:05,117.7,241.2,11:45:58,44.5,376415,0.3%,newmoon,19:32:02,142.0
2023-12-13,07:13:49,18:20:05,119.6,240.2,12:47:04,43.2,372652,0.8%,waxingcrescent,,26.1
2023-12-14,08:16:12,19:24:37,119.5,241.3,13:49:48,43.8,369938,4.2%,waxingcrescent,,4.7
2023-12-15,09:14:28,20:30:34,117.2,244.5,14:51:17,46.4,368370,10.3%,waxingcrescent,,353.7
2023-12-16,10:06:58,21:35:04,113.0,249.5,15:49:19,50.7,367902,18.7%,waxingcrescent,,346.1
2023-12-17,10:53:43,22:36:41,107.4,255.6,16:43:13,56.4,368380,28.9%,waxingcrescent,,340.9
2023-12-18,11:35:53,23:35:27,100.9,262.5,17:33:31,62.8,369604,40.2%,waxingcrescent,,337.7
2023-12-19,12:15:04,,93.8,,18:21:23,69.7,371381,51.9%,firstquarter,14:39:14,336.5
2023-12-20,12:52:55,00:32:14,86.7,269.7,19:08:16,76.6,373562,63.3%,waxinggibbous,,337.0
2023-12-21,13:31:03,01:28:16,79.8,276.9,19:55:35,83.2,376057,74.0%,waxinggibbous,,339.3
2023-12-22,14:10:58,02:24:47,73.5,283.6,20:44:33,89.2,378829,83.2%,waxinggibbous,,343.2
2023-12-23,14:53:58,03:22:36,68.1,289.6,21:36:00,85.9,381872,90.6%,waxinggibbous,,170.3
2023-12-24,15:41:01,04:21:54,63.9,294.4,22:30:04,82.3,385175,96.0%,waxinggibbous,,180.1
2023-12-25,16:32:20,05:21:54,61.2,297.8,23:26:00,80.2,388695,99.0%,waxinggibbous,,199.8
2023-12-26,17:27:08,06:20:53,60.3,299.5,,,,,fullmoon,20:33:13,
2023-12-27,18:23:40,07:16:45,61.1,299.4,00:22:12,79.8,392326,99.8%,waninggibbous,,294.2
2023-12-28,19:19:55,08:07:51,63.5,297.7,01:16:47,81.0,395902,98.4%,waninggibbous,,349.4
2023-12-29,20:14:18,08:53:33,67.2,294.6,02:08:17,83.7,399197,94.9%,waninggibbous,,3.7
2023-12-30,21:06:06,09:34:11,71.8,290.4,02:56:05,87.4,401956,89.7%,waninggibbous,,11.8
2023-12-31,21:55:28,10:10:41,77.2,285.4,03:40:22,87.9,403921,83.1%,waninggibbous,,196.8
