Date,Rise,Set,RiseAzimuth,SetAzimuth,Meridian,Altitude,Distance,Illuminated,Phase,PhaseTime,PosAngle
2023-03-15,23:39:14,13:42:25,123.0,237.6,06:11:18,85.1,375064,53.4%,thirdquarter,13:08:18,4.7
2023-03-16,,14:45:53,,237.0,07:12:22,86.2,371050,41.7%,waningcrescent,,357.3
2023-03-17,00:42:41,15:43:25,122.6,238.8,08:15:01,85.3,367465,30.2%,waningcrescent,,349.3
2023-03-18,01:52:37,16:33:30,119.8,242.9,09:16:43,82.4,364666,19.6%,waningcrescent,,341.7
2023-03-19,03:05:24,17:16:26,114.7,248.9,10:15:30,77.7,363012,10.8%,waningcrescent,,334.8
2023-03-20,04:17:50,17:53:46,108.0,256.2,11:10:39,71.7,362800,4.3%,waningcrescent,,328.1
2023-03-21,05:28:15,18:27:21,100.2,264.1,12:02:32,64.9,364190,0.8%,waningcrescent,,315.9
2023-03-22,06:36:24,18:58:57,91.9,272.2,12:52:08,57.8,367164,0.2%,newmoon,04:23:08,184.1
2023-03-23,07:42:52,19:30:14,83.6,280.1,13:40:36,50.9,371510,2.6%,waxingcrescent,,161.7
2023-03-24,08:48:20,20:02:39,75.9,287.3,14:29:05,44.5,376857,7.5%,waxingcrescent,,160.3
2023-03-25,09:53:13,20:37:37,69.1,293.4,15:18:28,39.0,382732,14.5%,waxingcrescent,,162.6
2023-03-26,10:57:19,21:16:23,63.5,298.3,16:09:12,34.6,388626,23.0%,waxingcrescent,,166.9
2023-03-27,11:59:37,21:59:51,59.5,301.7,17:01:14,31.6,394058,32.4%,waxingcrescent,,172.3
2023-03-28,12:58:32,22:48:16,57.2,303.2,17:53:58,30.0,398630,42.2%,waxingcrescent,,178.5
2023-03-29,13:52:29,23:41:03,56.7,303.0,18:46:23,29.9,402052,52.2%,firstquarter,13:32:22,185.0
2023-03-30,14:40:25,,57.9,,19:37:24,31.2,404160,62.0%,waxinggibbous,,191.3
