Date,Rise,Set,RiseAzimuth,SetAzimuth,Meridian,Altitude,Distance,Illuminated,Phase,PhaseTime,PosAngle
2023-08-28,20:44:53,00:13:56,146.4,204.5,23:21:20,5.1,360145,92.7%,waxinggibbous,,337.5
2023-08-29,20:51:03,02:09:45,133.4,216.4,,,,,waxinggibbous,,
2023-08-30,20:53:25,04:09:11,119.5,230.7,00:21:45,10.0,357701,97.9%,waxinggibbous,,325.5
2023-08-31,20:54:12,06:03:45,105.3,245.9,01:18:23,16.2,357274,99.9%,fullmoon,03:35:38,267.5
2023-09-01,20:54:19,07:52:21,91.2,261.2,02:11:33,23.3,358940,98.6%,waninggibbous,,168.6
2023-09-02,20:54:22,09:36:42,77.3,276.2,03:02:19,30.6,362514,94.2%,waninggibbous,,159.9
2023-09-03,20:54:47,11:19:06,64.0,290.7,03:51:56,37.7,367598,87.3%,waninggibbous,,158.5
2023-09-04,20:56:14,13:01:28,51.4,304.6,04:41:39,44.1,373663,78.4%,waninggibbous,,160.1
2023-09-05,20:59:52,14:44:22,39.7,317.4,05:32:22,49.6,380139,68.4%,waninggibbous,,163.6
2023-09-06,21:08:25,16:25:35,29.4,328.8,06:24:29,53.8,386497,57.8%,waninggibbous,,168.7
2023-09-07,21:28:49,17:57:02,22.0,337.2,07:17:50,56.5,392301,47.2%,thirdquarter,00:21:04,174.8
2023-09-08,22:14:50,19:02:36,20.4,339.8,08:11:34,57.7,397240,37.0%,waningcrescent,,181.5
2023-09-09,23:30:33,19:35:16,25.6,335.5,09:04:32,57.4,401130,27.6%,waningcrescent,,188.5
2023-09-10,,19:48:48,,327.3,09:55:32,55.7,403902,19.2%,waningcrescent,,195.1
2023-09-11,01:00:00,19:54:25,34.7,317.5,10:43:51,52.7,405584,12.1%,waningcrescent,,201.3
2023-09-12,02:31:00,19:56:36,45.3,307.0,11:29:16,48.7,406264,6.5%,waningcrescent,,207.2
2023-09-13,03:59:21,19:57:08,56.6,296.2,12:12:08,43.9,406062,2.6%,waningcrescent,,213.9
2023-09-14,05:24:32,19:56:50,68.2,285.1,12:53:03,38.6,405100,0.4%,waningcrescent,,229.3
2023-09-15,06:47:32,19:56:06,80.0,273.8,13:32:53,32.8,403483,0.2%,newmoon,03:39:46,354.9
2023-09-16,08:09:57,19:55:16,92.0,262.4,14:12:34,26.9,401285,1.9%,waxingcrescent,,18.1
2023-09-17,09:33:43,19:54:35,104.2,250.9,14:53:09,21.1,398544,5.6%,waxingcrescent,,21.3
2023-09-18,11:00:54,19:54:23,116.4,239.3,15:35:43,15.4,395274,11.2%,waxingcrescent,,20.8
2023-09-19,12:33:22,19:55:17,128.7,227.7,16:21:20,10.3,391478,18.6%,waxingcrescent,,18.2
2023-09-20,14:12:08,19:58:33,140.9,216.4,17:10:57,6.0,387178,27.6%,waxingcrescent,,13.8
2023-09-21,15:55:03,20:07:42,152.2,206.1,18:05:05,2.9,382443,37.8%,waxingcrescent,,8.0
2023-09-22,17:30:13,20:34:09,160.4,199.1,19:03:23,1.4,377426,49.0%,firstquarter,21:31:47,0.9
2023-09-23,18:30:25,21:41:46,160.2,200.5,20:04:23,1.5,372384,60.5%,waxinggibbous,,353.3
2023-09-24,18:53:43,23:27:09,151.8,210.2,21:05:49,3.5,367680,71.8%,waxinggibbous,,345.8
2023-09-25,19:01:57,,140.0,,22:05:32,7.4,363750,82.1%,waxinggibbous,,339.0
2023-09-26,19:04:58,01:23:22,126.7,223.5,23:02:17,12.9,361040,90.6%,waxinggibbous,,333.3
2023-09-27,19:05:55,03:17:54,112.8,238.0,23:56:00,19.5,359925,96.6%,waxinggibbous,,328.3
2023-09-28,19:05:59,05:07:49,98.6,253.1,,,,,waxinggibbous,,
2023-09-29,19:05:46,06:53:54,84.5,268.4,00:47:27,26.7,360630,99.6%,fullmoon,11:57:30,317.2
2023-09-30,19:05:44,08:38:13,70.6,283.4,01:37:47,34.1,363173,99.5%,waninggibbous,,164.2
2023-10-01,19:06:24,10:22:50,57.3,298.0,02:28:12,41.1,367348,96.4%,waninggibbous,,158.2
2023-10-02,19:08:37,12:08:52,44.7,311.8,03:19:40,47.2,372765,90.7%,waninggibbous,,160.1
2023-10-03,19:14:16,13:55:13,33.2,324.4,04:12:45,52.2,378909,83.0%,waninggibbous,,164.4
2023-10-04,19:28:13,15:36:03,24.0,334.7,05:07:19,55.7,385230,73.9%,waninggibbous,,170.1
2023-10-05,20:02:45,16:56:33,19.5,340.3,06:02:34,57.6,391207,64.0%,waninggibbous,,176.7
2023-10-06,21:10:11,17:41:09,22.5,338.3,06:57:10,57.8,396413,53.8%,thirdquarter,15:47:43,183.5
2023-10-07,22:38:17,17:59:22,30.8,330.9,07:49:46,56.6,400545,43.7%,waningcrescent,,190.0
2023-10-08,,18:06:34,,321.4,08:39:29,54.0,403434,34.0%,waningcrescent,,195.8
2023-10-09,00:10:26,18:09:20,41.2,311.0,09:26:02,50.3,405035,25.1%,waningcrescent,,200.6
2023-10-10,01:40:18,18:10:04,52.4,300.2,10:09:43,45.8,405407,17.2%,waningcrescent,,204.5
2023-10-11,03:06:44,18:09:47,63.9,289.1,10:51:12,40.6,404688,10.5%,waningcrescent,,207.3
2023-10-12,04:30:35,18:09:01,75.7,277.8,11:31:22,34.9,403062,5.2%,waningcrescent,,209.1
2023-10-13,05:53:27,18:08:04,87.8,266.4,12:11:11,29.0,400734,1.7%,waningcrescent,,210.1
2023-10-14,07:17:19,18:07:11,100.0,254.7,12:51:41,23.0,397904,0.1%,newmoon,19:55:09,213.9
2023-10-15,08:44:14,18:06:41,112.4,243.0,13:33:58,17.2,394744,0.5%,waxingcrescent,,23.9
2023-10-16,10:16:08,18:07:03,124.9,231.3,14:19:04,11.8,391384,3.2%,waxingcrescent,,22.2
2023-10-17,11:54:14,18:09:16,137.3,219.7,15:07:54,7.2,387910,8.0%,waxingcrescent,,18.0
2023-10-18,13:37:25,18:15:48,149.2,208.9,16:00:58,3.7,384369,14.8%,waxingcrescent,,12.4
2023-10-19,15:17:27,18:34:31,158.8,200.4,16:57:59,1.6,380793,23.6%,waxingcrescent,,5.6
2023-10-20,16:30:15,19:26:35,161.6,198.7,17:57:39,1.2,377230,33.9%,waxingcrescent,,358.2
2023-10-21,17:01:45,21:01:07,155.4,206.2,18:57:51,2.6,373767,45.2%,waxingcrescent,,350.8
2023-10-22,17:12:42,22:52:27,144.6,218.3,19:56:30,5.7,370561,57.0%,firstquarter,05:29:31,344.2
2023-10-23,17:16:40,,132.1,,20:52:21,10.5,367834,68.5%,waxinggibbous,,338.9
2023-10-24,17:17:58,00:44:13,118.8,232.0,21:45:12,16.5,365858,79.1%,waxinggibbous,,335.2
2023-10-25,17:18:07,02:32:02,105.1,246.4,22:35:43,23.3,364916,88.1%,waxinggibbous,,333.3
2023-10-26,17:17:50,04:16:07,91.3,261.2,23:25:03,30.5,365246,94.8%,waxinggibbous,,333.4
2023-10-27,17:17:34,05:58:26,77.5,276.0,,,,,waxinggibbous,,
2023-10-28,17:17:45,07:41:20,64.0,290.6,00:14:27,37.6,366981,98.9%,fullmoon,22:24:02,336.8
2023-10-29,16:19:03,08:26:33,50.9,304.9,01:05:03,44.2,370101,100.0%,waninggibbous,,124.2
2023-10-30,16:22:45,10:14:14,38.7,318.3,00:57:40,49.8,374422,98.3%,waninggibbous,,155.9
2023-10-31,16:32:02,12:00:54,28.0,330.2,01:52:28,54.1,379605,94.0%,waninggibbous,,163.2
2023-11-01,16:55:38,13:35:29,20.8,338.6,02:48:46,56.9,385207,87.7%,waninggibbous,,170.3
2023-11-02,17:49:41,14:38:00,20.4,340.0,03:45:11,57.9,390741,79.8%,waninggibbous,,177.6
2023-11-03,19:13:11,15:05:43,27.1,334.3,04:39:59,57.3,395745,70.8%,waninggibbous,,184.7
2023-11-04,20:46:08,15:16:27,37.0,325.3,05:31:51,55.2,399834,61.3%,waninggibbous,,191.0
2023-11-05,22:17:49,15:20:38,48.0,315.1,06:20:11,51.9,402734,51.4%,thirdquarter,09:36:48,196.3
2023-11-06,23:45:38,15:22:02,59.4,304.4,07:05:08,47.6,404294,41.7%,waningcrescent,,200.4
2023-11-07,,15:22:06,,293.5,07:47:23,42.7,404481,32.3%,waningcrescent,,203.3
2023-11-08,01:10:06,15:21:29,71.1,282.3,08:27:50,37.2,403374,23.6%,waningcrescent,,205.1
2023-11-09,02:32:52,15:20:36,83.0,270.9,09:07:33,31.4,401142,15.8%,waningcrescent,,205.5
2023-11-10,03:55:59,15:19:42,95.1,259.4,09:47:40,25.4,398029,9.2%,waningcrescent,,204.5
2023-11-11,05:21:43,15:19:05,107.5,247.6,10:29:19,19.5,394322,4.2%,waningcrescent,,201.3
2023-11-12,06:52:16,15:19:11,120.1,235.8,11:13:42,13.8,390326,1.0%,waningcrescent,,193.0
2023-11-13,08:29:21,15:20:46,132.7,224.0,12:01:50,8.8,386328,0.0%,newmoon,10:27:21,87.1
2023-11-14,10:12:55,15:25:42,145.0,212.6,12:54:26,4.8,382571,1.5%,waxingcrescent,,24.5
2023-11-15,11:57:29,15:39:36,155.8,202.9,13:51:25,2.2,379227,5.4%,waxingcrescent,,13.3
2023-11-16,13:23:16,16:19:33,161.5,198.5,14:51:31,1.2,376394,11.7%,waxingcrescent,,4.3
2023-11-17,14:06:32,17:43:59,157.6,203.6,15:52:28,2.1,374095,20.1%,waxingcrescent,,355.9
2023-11-18,14:21:52,19:32:34,147.8,214.7,16:51:52,4.7,372307,30.3%,waxingcrescent,,348.6
2023-11-19,14:27:25,21:23:34,135.7,227.9,17:48:04,9.0,370998,41.6%,waxingcrescent,,342.7
2023-11-20,14:29:23,23:10:14,122.9,241.8,18:40:45,14.5,370158,53.4%,firstquarter,11:49:53,338.5
2023-11-21,14:29:50,,109.7,,19:30:31,20.9,369821,65.0%,waxinggibbous,,336.0
2023-11-22,14:29:39,00:52:12,96.3,256.1,20:18:31,27.8,370072,75.8%,waxinggibbous,,335.3
2023-11-23,14:29:21,02:31:24,83.0,270.4,21:06:08,34.8,371022,85.1%,waxinggibbous,,336.6
2023-11-24,14:29:20,04:10:23,69.7,284.6,21:54:40,41.4,372772,92.4%,waxinggibbous,,340.3
2023-11-25,14:30:09,05:51:28,56.7,298.6,22:45:12,47.4,375378,97.3%,waxinggibbous,,347.9
2023-11-26,14:32:43,07:35:55,44.3,312.2,23:38:22,52.3,378805,99.7%,waxinggibbous,,14.7
2023-11-27,14:39:10,09:22:28,33.0,324.7,,,,,fullmoon,10:16:20,
2023-11-28,14:55:08,11:04:10,23.9,334.9,00:33:57,55.7,382908,99.5%,waninggibbous,,145.0
2023-11-29,15:34:26,12:23:46,20.1,339.9,01:30:51,57.5,387433,96.8%,waninggibbous,,166.1
2023-11-30,16:47:48,13:05:58,24.0,337.0,02:27:14,57.6,392042,92.1%,waninggibbous,,176.6
2023-12-01,18:19:31,13:22:56,32.9,329.0,03:21:17,56.1,396356,85.7%,waninggibbous,,184.7
2023-12-02,19:53:04,13:29:41,43.6,319.1,04:11:49,53.3,400005,77.9%,waninggibbous,,191.3
2023-12-03,21:22:51,13:32:17,54.9,308.6,04:58:36,49.3,402673,69.2%,waninggibbous,,196.4
2023-12-04,22:48:24,13:32:58,66.5,297.7,05:42:03,44.6,404123,59.9%,waninggibbous,,200.2
2023-12-05,,13:32:43,,286.7,06:23:04,39.4,404215,50.3%,thirdquarter,06:49:13,202.6
2023-12-06,00:11:03,13:32:00,78.2,275.5,07:02:42,33.7,402920,40.7%,waningcrescent,,203.9
2023-12-07,01:32:55,13:31:10,90.1,264.2,07:42:08,27.9,400319,31.2%,waningcrescent,,203.9
2023-12-08,02:56:20,13:30:30,102.3,252.6,08:22:36,22.0,396602,22.4%,waningcrescent,,202.4
2023-12-09,04:23:45,13:30:20,114.6,240.9,09:05:22,16.2,392056,14.5%,waningcrescent,,199.4
2023-12-10,05:57:27,13:31:19,127.2,229.1,09:51:43,10.9,387047,7.9%,waningcrescent,,194.1
2023-12-11,07:38:43,13:34:47,139.7,217.5,10:42:42,6.4,381987,3.1%,waningcrescent,,184.6
2023-12-12,09:25:11,13:44:28,151.5,206.8,11:38:45,3.1,377296,0.5%,waningcrescent,,158.1
2023-12-13,11:03:32,14:12:20,159.9,199.6,12:39:10,1.5,373344,0.5%,newmoon,00:32:02,35.9
2023-12-14,12:04:51,15:22:25,159.6,201.2,13:41:49,1.6,370402,3.3%,waxingcrescent,,7.6
2023-12-15,12:28:20,17:08:35,151.1,211.0,14:43:46,3.7,368599,8.8%,waxingcrescent,,355.6
2023-12-16,12:36:39,19:02:34,139.3,224.0,15:42:37,7.6,367915,16.8%,waxingcrescent,,347.5
2023-12-17,12:39:43,20:52:26,126.5,238.0,16:37:21,12.9,368214,26.7%,waxingcrescent,,341.8
2023-12-18,12:40:41,22:36:09,113.3,252.2,17:28:18,19.2,369302,37.8%,waxingcrescent,,338.2
2023-12-19,12:40:44,,100.0,,18:16:34,25.9,370980,49.5%,firstquarter,19:39:14,336.6
2023-12-20,12:40:29,00:15:18,86.7,266.4,19:03:32,32.8,373087,61.0%,waxinggibbous,,336.8
2023-12-21,12:40:22,01:52:28,73.7,280.5,19:50:39,39.4,375522,71.9%,waxinggibbous,,338.7
2023-12-22,12:40:51,03:30:21,60.9,294.2,20:39:12,45.5,378239,81.4%,waxinggibbous,,342.6
2023-12-23,12:42:40,05:10:52,48.6,307.6,21:30:05,50.7,381226,89.3%,waxinggibbous,,348.6
2023-12-24,12:47:22,06:54:15,37.1,320.2,22:23:39,54.6,384478,95.1%,waxinggibbous,,357.6
2023-12-25,12:58:43,08:36:42,27.1,331.3,23:19:18,57.0,387960,98.6%,waxinggibbous,,13.9
2023-12-26,13:26:48,10:05:57,20.9,338.6,,,,,waxinggibbous,,
2023-12-27,14:26:55,11:02:35,21.9,338.7,00:15:36,57.7,391580,99.8%,fullmoon,01:33:13,84.2
2023-12-28,15:53:53,11:27:32,29.3,332.3,01:10:40,56.8,395184,98.8%,waninggibbous,,164.4
2023-12-29,17:28:10,11:37:30,39.5,322.9,02:02:53,54.5,398556,95.8%,waninggibbous,,181.5
2023-12-30,19:00:09,11:41:32,50.7,312.5,02:51:27,50.9,401447,90.9%,waninggibbous,,190.3
2023-12-31,20:27:32,11:42:56,62.2,301.7,03:36:24,46.5,403595,84.6%,waninggibbous,,196.0
