Date,Rise,Set,RiseAzimuth,SetAzimuth,Meridian,Altitude,Distance,Illuminated,Phase,PhaseTime,PosAngle
2023-12-18,11:43:26,23:05:22,103.3,260.7,17:18:52,40.1,369651,40.5%,waxingcrescent,,337.7
2023-12-19,12:07:38,,94.6,,18:06:41,46.9,371442,52.2%,firstquarter,13:39:14,336.5
2023-12-20,12:30:42,00:17:39,85.7,269.9,18:53:34,53.8,373634,63.7%,waxinggibbous,,337.1
2023-12-21,12:54:19,01:29:02,77.1,278.9,19:40:55,60.4,376137,74.3%,waxinggibbous,,339.4
2023-12-22,13:20:06,02:40:35,69.1,287.5,20:29:57,66.3,378918,83.4%,waxinggibbous,,343.8
2023-12-23,13:49:52,03:52:46,62.1,295.2,21:21:28,71.2,381969,90.8%,waxinggibbous,,350.4
2023-12-24,14:25:33,05:04:50,56.6,301.5,22:15:36,74.8,385280,96.1%,waxinggibbous,,0.4
2023-12-25,15:08:55,06:14:26,52.9,306.0,23:11:34,76.8,388804,99.1%,waxinggibbous,,20.8
2023-12-26,16:00:42,07:18:10,51.6,308.2,,,,,fullmoon,19:33:13,
2023-12-27,16:59:44,08:13:05,52.7,307.9,00:07:45,77.2,392437,99.8%,waninggibbous,,118.0
2023-12-28,18:03:11,08:58:11,56.0,305.4,01:02:16,75.9,396007,98.3%,waninggibbous,,170.0
2023-12-29,19:07:50,09:34:26,60.9,301.1,01:53:40,73.2,399290,94.8%,waninggibbous,,183.9
2023-12-30,20:11:30,10:03:45,67.1,295.5,02:41:21,69.4,402029,89.5%,waninggibbous,,191.8
2023-12-31,21:13:22,10:28:09,74.0,289.1,03:25:31,64.7,403966,82.9%,waninggibbous,,197.1
